ID|MartID|SrcID|Alias|Name|Type
2286270||2011930|calpena002|Alpena 002 - Email Unknown: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2404266||2011930|calpena002|Alpena 002 - Email Unknown: Monthly Maintenance - Link Refresh|Repository Maintenance
2529398||2011930|calpena002|Alpena 002 - Email Unknown: Fix DocID Person|Repository Maintenance
2530789||2530779|ralpena001_optout|Alpena 001 - Vendor OptOut: Standard Repository Maintenance|Repository Maintenance
2530781||2530779|ralpena001_optout|Alpena 001 - Vendor OptOut: Link Refresh|Repository Maintenance
2529403||2005728|cbangor001|Bangor 001 - Email (Dormant): Fix DocID Person|Repository Maintenance
2404285||2005728|cbangor001|Bangor 001 - Email (Dormant): Monthly Maintenance - Link Refresh|Repository Maintenance
2005729||2005728|cbangor001|Bangor 001 - Email (Dormant): Standard Maintenance Process|Repository Maintenance
2026455||2005728|cbangor001|Bangor 001 - Email (Dormant): URL Maintenance|Repository Maintenance
2286279||2005728|cbangor001|Bangor 001 - Email (Dormant): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2025718||2009227|ceugene001|Eugene 001 - OptOut: Standard Maintenance Process|Repository Maintenance
2466120||2009227|ceugene001|Eugene 001 - OptOut: Monthly Maintenance - Link Refresh|Repository Maintenance
2031779||2012859|beugene902|Eugene 902 - Prison Specific Business Directories: Standard Maintenance|Repository Maintenance
2027791||2012859|beugene902|Eugene 902 - Prison Specific Business Directories: Agawam 501 Maintenance|Repository Maintenance
2306406||2048346|ceugene909|Eugene 909 - Best Individual Enhanced Geo MI: Eugene 909 Drop Rec|Repository Maintenance
2307322||2072394|ceugene951|Eugene 951 Risk Silo: Targeted Derived Drops|Repository Maintenance
2307324||2072398|ceugene953|Eugene 953 Risk Silo: Targeted Derived Drops|Repository Maintenance
2307326||2072406|ceugene957|Eugene 957 Risk Silo: Targeted Derived Drops|Repository Maintenance
2307331||2072408|ceugene958|Eugene 958 Risk Silo: Targeted Derived Drops|Repository Maintenance
2480460||2083009|ceugene008|Eugene 008 - Sales Associate SME Data (DORMANT): Populate PLID Strings|Repository Maintenance
2404439||2083009|ceugene008|Eugene 008 - Sales Associate SME Data (DORMANT): Monthly Maintenance - Link Refresh|Repository Maintenance
2083563||2083009|ceugene008|Eugene 008 - Sales Associate SME Data (DORMANT): Standard Maintenance Process|Repository Maintenance
2286427||2083009|ceugene008|Eugene 008 - Sales Associate SME Data (DORMANT): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2531105||2088560|ceugene005|Eugene005 - Phone Ingestion (DORMANT): one time maintenance to reset new record key and group by|Repository Maintenance
2286425||2088560|ceugene005|Eugene005 - Phone Ingestion (DORMANT): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2404443||2088560|ceugene005|Eugene005 - Phone Ingestion (DORMANT): Monthly Maintenance - Link Refresh|Repository Maintenance
2088834||2088560|ceugene005|Eugene005 - Phone Ingestion (DORMANT): EUGENE005 - Repository Maintenance|Repository Maintenance
2480458||2088560|ceugene005|Eugene005 - Phone Ingestion (DORMANT): Populate PLID Strings|Repository Maintenance
2515230||2088560|ceugene005|Eugene005 - Phone Ingestion (DORMANT): one time maintenance to fix gender_provider|Repository Maintenance
2286426||2102973|ceugene007|EUGENE 007 - Consumer Portal: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2480459||2102973|ceugene007|EUGENE 007 - Consumer Portal: Populate PLID Strings|Repository Maintenance
2547765||2102973|ceugene007|EUGENE 007 - Consumer Portal: Monthly Maintenance - Link Refresh|Repository Maintenance
2286445||2130984|ceugene997|Eugene 997 - Hotlnes for Canonical View: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2480463||2130984|ceugene997|Eugene 997 - Hotlnes for Canonical View: Populate PLID Strings|Repository Maintenance
2404442||2130984|ceugene997|Eugene 997 - Hotlnes for Canonical View: Monthly Maintenance - Link Refresh|Repository Maintenance
2748499||2130984|ceugene997|Eugene 997 - Hotlnes for Canonical View: DO NOTHING Maintenance|Repository Maintenance
2286444||2136342|eugene_996|Eugene 996 - PWPP for Canonical View: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2480462||2136342|eugene_996|Eugene 996 - PWPP for Canonical View: Populate PLID Strings|Repository Maintenance
2480461||2136919|eugene_801|Eugene 801 - APD for Canonical View: Populate PLID Strings|Repository Maintenance
2286428||2136919|eugene_801|Eugene 801 - APD for Canonical View: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2543913||2136919|eugene_801|Eugene 801 - APD for Canonical View: Standard Repository Maintenance|Repository Maintenance
2543916||2136919|eugene_801|Eugene 801 - APD for Canonical View: Monthly Maintenance - Link Refresh|Repository Maintenance
3008578||2163705|reugene802|Eugene 802 - Canonical View Common First Names: No Rules Maint|Repository Maintenance
2184042||2171143|cbishop001_titan_historical|Bishop 001 - Risk Titan Historical (Dormant): Standard Maintenance|Repository Maintenance
2404323||2171143|cbishop001_titan_historical|Bishop 001 - Risk Titan Historical (Dormant): Monthly Maintenance - Link Refresh|Repository Maintenance
2488822||2171143|cbishop001_titan_historical|Bishop 001 - Risk Titan Historical (Dormant): Populate base source city, state, zip|Repository Maintenance
2286312||2171143|cbishop001_titan_historical|Bishop 001 - Risk Titan Historical (Dormant): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2204344||2204271|meugene022_titan_historical|Eugene 022 - Public Titan Historical (Dormant): Standard Maintenance|Repository Maintenance
2214274||2211877|ceugene028|Eugene 028 - DL Titan Historical Ingestion: STANDARD MAINTENANCE|Repository Maintenance
2404440||2211877|ceugene028|Eugene 028 - DL Titan Historical Ingestion: Monthly Maintenance - Link Refresh|Repository Maintenance
2515226||2211877|ceugene028|Eugene 028 - DL Titan Historical Ingestion: one time maintenance to fix gender_provider|Repository Maintenance
2228911||2211877|ceugene028|Eugene 028 - DL Titan Historical Ingestion: Drop MA Recs With 9 Digit DL Num Per Product|Repository Maintenance
2404441||2231303|ceugene029|Eugene 029 - DL Athena Historical Ingestion: Monthly Maintenance - Link Refresh|Repository Maintenance
2231304||2231303|ceugene029|Eugene 029 - DL Athena Historical Ingestion: STANDARD MAINTENANCE|Repository Maintenance
2500224||2336832|beugene902_hcp|Eugene 902 - Business Directory File for HCP (D): Monthly Maintenance - Link Refresh|Repository Maintenance
2500070||2336832|beugene902_hcp|Eugene 902 - Business Directory File for HCP (D): One Time Maintenance to Apply 16 byte links|Repository Maintenance
2544762||2523439|ceugene001_ccpa|Eugene 001 - OptOut - CCPA: Monthly Maintenance - Link Refresh|Repository Maintenance
2544186||2523439|ceugene001_ccpa|Eugene 001 - OptOut - CCPA: Standard Repository Maintenance|Repository Maintenance
2404419||2005815|cdunbar006|Dunbar 006 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2005816||2005815|cdunbar006|Dunbar 006 - Email: Standard Maintenance Process|Repository Maintenance
2026474||2005815|cdunbar006|Dunbar 006 - Email: URL Maintenance|Repository Maintenance
2286406||2005815|cdunbar006|Dunbar 006 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2026476||2005825|cdunbar007|Dunbar 007 - Email: URL Maintenance|Repository Maintenance
2005826||2005825|cdunbar007|Dunbar 007 - Email: Standard Maintenance Process|Repository Maintenance
2286407||2005825|cdunbar007|Dunbar 007 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2369284||2005825|cdunbar007|Dunbar 007 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2005836||2005835|cdunbar008|Dunbar 008 - Email: Standard Maintenance Process|Repository Maintenance
2026477||2005835|cdunbar008|Dunbar 008 - Email: URL Maintenance|Repository Maintenance
2404421||2005835|cdunbar008|Dunbar 008 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2286408||2005835|cdunbar008|Dunbar 008 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2286409||2005844|cdunbar009|Dunbar 009 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2369300||2005844|cdunbar009|Dunbar 009 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2026479||2005844|cdunbar009|Dunbar 009 - Email: URL Maintenance|Repository Maintenance
2005845||2005844|cdunbar009|Dunbar 009 - Email: Standard Maintenance Process|Repository Maintenance
2010977||2010976|cdunbar001|Dunbar 001 - Email: Standard Maintenance Process|Repository Maintenance
2360698||2010976|cdunbar001|Dunbar 001 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2286401||2010976|cdunbar001|Dunbar 001 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2026449||2010976|cdunbar001|Dunbar 001 - Email: URL Maintenance|Repository Maintenance
2026454||2010979|cdunbar002|Dunbar 002 - Email: URL Maintenance|Repository Maintenance
2286402||2010979|cdunbar002|Dunbar 002 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2362033||2010979|cdunbar002|Dunbar 002 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2010980||2010979|cdunbar002|Dunbar 002 - Email: Standard Maintenance Process|Repository Maintenance
2286404||2010986|cdunbar004|Dunbar 004 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2010993||2010986|cdunbar004|Dunbar 004 - Email: Standard Maintenance Process|Repository Maintenance
2362280||2010986|cdunbar004|Dunbar 004 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2026466||2010986|cdunbar004|Dunbar 004 - Email: URL Maintenance|Repository Maintenance
2026471||2010995|cdunbar005|Dunbar 005 - Email: URL Maintenance|Repository Maintenance
2404418||2010995|cdunbar005|Dunbar 005 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2010996||2010995|cdunbar005|Dunbar 005 - Email: Standard Maintenance Process|Repository Maintenance
2286405||2010995|cdunbar005|Dunbar 005 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2026460||2020950|cdunbar003|Dunbar 003 - Email (Dormant): URL Maintenance|Repository Maintenance
2404417||2020950|cdunbar003|Dunbar 003 - Email (Dormant): Monthly Maintenance - Link Refresh|Repository Maintenance
2286403||2020950|cdunbar003|Dunbar 003 - Email (Dormant): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2020954||2020950|cdunbar003|Dunbar 003 - Email (Dormant): Standard Maintenance Process|Repository Maintenance
2529402||2005550|cbailey001|Bailey 001 - Email (Dormant): Fix DocID Person|Repository Maintenance
2026452||2005550|cbailey001|Bailey 001 - Email (Dormant): URL Maintenance|Repository Maintenance
2005559||2005550|cbailey001|Bailey 001 - Email (Dormant): Standard Maintenance Process|Repository Maintenance
2404283||2005550|cbailey001|Bailey 001 - Email (Dormant): Monthly Maintenance - Link Refresh|Repository Maintenance
2286278||2005550|cbailey001|Bailey 001 - Email (Dormant): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2288632||2287867|bailey001_hist_risk|Bailey 001 - Risk Titan Historical (D): Standard Maintenance Process|Repository Maintenance
2515075||2287867|bailey001_hist_risk|Bailey 001 - Risk Titan Historical (D): one time maintenance to fix gender_provider|Repository Maintenance
2404284||2287867|bailey001_hist_risk|Bailey 001 - Risk Titan Historical (D): Monthly Maintenance - Link Refresh|Repository Maintenance
2026467||2005759|cboston001|Boston 001 - Email (Dormant): URL Maintenance|Repository Maintenance
2005760||2005759|cboston001|Boston 001 - Email (Dormant): Standard Maintenance Process|Repository Maintenance
2362257||2005759|cboston001|Boston 001 - Email (Dormant): Monthly Maintenance - Link Refresh|Repository Maintenance
2286342||2005759|cboston001|Boston 001 - Email (Dormant): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2590000||2005780|cdestin002|Destin 002 - Email and Phone: One Time Maintenance to Clean Up Double Middle Names and Invalid Gen Suffix|Repository Maintenance
2548124||2005780|cdestin002|Destin 002 - Email and Phone: one time process to drop vendor optouts|Repository Maintenance
2404402||2005780|cdestin002|Destin 002 - Email and Phone: Monthly Maintenance - Link Refresh|Repository Maintenance
2026478||2005780|cdestin002|Destin 002 - Email and Phone: URL Maintenance|Repository Maintenance
2277638||2005780|cdestin002|Destin 002 - Email and Phone: rtreat Destin 002 one-time address_unparsed|Repository Maintenance
2005781||2005780|cdestin002|Destin 002 - Email and Phone: Standard Maintenance Process|Repository Maintenance
2286390||2005780|cdestin002|Destin 002 - Email and Phone: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2480446||2119546|cdestin001|Destin 001 - Auto Ins Renewal and DOB: Populate PLID Strings|Repository Maintenance
2404401||2119546|cdestin001|Destin 001 - Auto Ins Renewal and DOB: Monthly Maintenance - Link Refresh|Repository Maintenance
2286389||2119546|cdestin001|Destin 001 - Auto Ins Renewal and DOB: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2119548||2119546|cdestin001|Destin 001 - Auto Ins Renewal and DOB: URL Maintenance|Repository Maintenance
2548123||2119546|cdestin001|Destin 001 - Auto Ins Renewal and DOB: one time process to drop vendor optouts|Repository Maintenance
2121945||2119546|cdestin001|Destin 001 - Auto Ins Renewal and DOB: Standard and URL Maintenance|Repository Maintenance
2548001||2547968|rdestin_001_002_optout|Destin 001 002 - Vendor OptOut: Link Refresh|Repository Maintenance
2548003||2547968|rdestin_001_002_optout|Destin 001 002 - Vendor OptOut: Standard Repository Maintenance|Repository Maintenance
2005792||2005791|cdublin002|Dublin 002 - Email: Standard Maintenance Process|Repository Maintenance
2404413||2005791|cdublin002|Dublin 002 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2286398||2005791|cdublin002|Dublin 002 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2026480||2005791|cdublin002|Dublin 002 - Email: URL Maintenance|Repository Maintenance
2141322||2061501|cdublin004|Dublin 004 - Demographics: Correct Education Level Indicator|Repository Maintenance
2145311||2061501|cdublin004|Dublin 004 - Demographics: Standard Repository Maintenance|Repository Maintenance
2158501||2061501|cdublin004|Dublin 004 - Demographics: Ethnicity Code Correction|Repository Maintenance
2243118||2061501|cdublin004|Dublin 004 - Demographics: default 1900 real prop purch dates|Repository Maintenance
2168375||2061501|cdublin004|Dublin 004 - Demographics: Correct Update Version|Repository Maintenance
2286399||2061501|cdublin004|Dublin 004 - Demographics: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2404414||2061501|cdublin004|Dublin 004 - Demographics: Monthly Maintenance - Link Refresh|Repository Maintenance
2146776||2061501|cdublin004|Dublin 004 - Demographics: Set Historical Product Flag|Repository Maintenance
2541883||2061501|cdublin004|Dublin 004 - Demographics: One-Time Record Key Reduction - source_provider_record_build_date Removal|Repository Maintenance
2168757||2061501|cdublin004|Dublin 004 - Demographics: Correct dates and update version|Repository Maintenance
2523437||2061501|cdublin004|Dublin 004 - Demographics: Dublin 004 - Vendor OptOut Maintenance|Repository Maintenance
2404412||2323861|cdublin001|Dublin 001 - FM Dormant Source Ingestion: Monthly Maintenance - Link Refresh|Repository Maintenance
2545204||2520113|rdublin004_optout|Dublin 004 - Vendor OptOut: Standard Maintenance|Repository Maintenance
2545194||2520113|rdublin004_optout|Dublin 004 - Vendor OptOut: Link Refresh|Repository Maintenance
2404415||2325651|cdumont001_fm_historical|Dumont 001 - Email and Phone - FM Historical: Monthly Maintenance - Link Refresh|Repository Maintenance
2480450||2005864|cdupont001|Dupont 001 - Email: Populate PLID Strings|Repository Maintenance
2005878||2005864|cdupont001|Dupont 001 - Email: Standard Maintenance Process|Repository Maintenance
2540993||2005864|cdupont001|Dupont 001 - Email: one time maintenance to populate last name soundex|Repository Maintenance
2286416||2005864|cdupont001|Dupont 001 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2026451||2005864|cdupont001|Dupont 001 - Email: URL Maintenance|Repository Maintenance
2404430||2005864|cdupont001|Dupont 001 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2480451||2005887|ceasley001|Easley 001 - Email  (Dormant): Populate PLID Strings|Repository Maintenance
2404431||2005887|ceasley001|Easley 001 - Email  (Dormant): Monthly Maintenance - Link Refresh|Repository Maintenance
2026453||2005887|ceasley001|Easley 001 - Email  (Dormant): URL Maintenance|Repository Maintenance
2286418||2005887|ceasley001|Easley 001 - Email  (Dormant): Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2005889||2005887|ceasley001|Easley 001 - Email  (Dormant): Standard Maintenance Process|Repository Maintenance
2404432||2005888|ceaston001|Easton 001 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2541201||2005888|ceaston001|Easton 001 - Email: one time maintenance to populate last name soundex|Repository Maintenance
2026459||2005888|ceaston001|Easton 001 - Email: URL Maintenance|Repository Maintenance
2480452||2005888|ceaston001|Easton 001 - Email: Populate PLID Strings|Repository Maintenance
2005890||2005888|ceaston001|Easton 001 - Email: Standard Maintenance Process|Repository Maintenance
2286419||2005888|ceaston001|Easton 001 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2026465||2011932|ceaston002|Easton 002 - Email Unknown: URL Maintenance|Repository Maintenance
2011933||2011932|ceaston002|Easton 002 - Email Unknown: Standard Maintenance Process|Repository Maintenance
2404433||2011932|ceaston002|Easton 002 - Email Unknown: Monthly Maintenance - Link Refresh|Repository Maintenance
2480453||2011932|ceaston002|Easton 002 - Email Unknown: Populate PLID Strings|Repository Maintenance
2286420||2011932|ceaston002|Easton 002 - Email Unknown: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2360712||2011068|cdawson002|Dawson 002 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2020876||2011068|cdawson002|Dawson 002 - Email: Standard Maintenance Process|Repository Maintenance
2026475||2011068|cdawson002|Dawson 002 - Email: URL Maintenance|Repository Maintenance
2286387||2011068|cdawson002|Dawson 002 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2404396||2124461|cdawson001|Dawson 001 - Mover: Monthly Maintenance - Link Refresh|Repository Maintenance
2126819||2124461|cdawson001|Dawson 001 - Mover: ONE TIME CREATE FIRST_SEEN_INFERRED|Repository Maintenance
2160935||2124461|cdawson001|Dawson 001 - Mover: ONE TIME POPULATE SOURCE_MOVE_DATE|Repository Maintenance
2480444||2124461|cdawson001|Dawson 001 - Mover: Populate PLID Strings|Repository Maintenance
2286386||2124461|cdawson001|Dawson 001 - Mover: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2126818||2124461|cdawson001|Dawson 001 - Mover: Standard Repository Maintenance|Repository Maintenance
2582416||2554636|cdawson001_historical_ecp|Dawson 001 - Historical ECP Data: Monthly Maintenance - Link Refresh|Repository Maintenance
2404444||2011005|ceuless001|Euless 001 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2286446||2011005|ceuless001|Euless 001 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2036839||2011005|ceuless001|Euless 001 - Email: Drop Invalid Records|Repository Maintenance
2026468||2011005|ceuless001|Euless 001 - Email: URL Maintenance|Repository Maintenance
2042134||2011005|ceuless001|Euless 001 - Email: Standard Maintenance Process|Repository Maintenance
2480464||2011005|ceuless001|Euless 001 - Email: Populate PLID Strings|Repository Maintenance
2541205||2011005|ceuless001|Euless 001 - Email: one time maintenance to populate last name soundex|Repository Maintenance
2019797||2006785|ccaguas001|Caguas 001 - Phone Suppression: Caguas 501 Maintenance|Repository Maintenance
2009798||2006813|cbowman001|Bowman 001 - Phone Suppression: Bowman501 Maintenance|Repository Maintenance
2009502||2007279|catkins001|Atkins 001 - Phone Suppression: Atkins 501 Maintenance|Repository Maintenance
2009799||2007290|ccanaan001|Canaan 001 - Phone Suppression: Canaan501 Maintenance|Repository Maintenance
2009811||2007304|ccicero001|Cicero 001 - Phone Suppression: Cicero501 Maintenance|Repository Maintenance
2009819||2007327|cdacula001|Dacula 001 - Phone Suppression (Dormant): Dacula501 Maintenance|Repository Maintenance
2009815||2007351|ccolfax001|Colfax 001 - Phone Suppression: Colfax501 Maintenance|Repository Maintenance
2132919||2007856|ccortez001|Cortez 001 - Phone Suppression: One-Time Corrective Maintenance - Read Me File|Repository Maintenance
2009818||2007856|ccortez001|Cortez 001 - Phone Suppression: Cortez501 Maintenance|Repository Maintenance
2009814||2007419|cclovis001|Clovis 001 - Phone Suppression: Clovis501 Maintenance|Repository Maintenance
2009820||2007424|cduarte001|Duarte 001 - Phone Suppression: Duarte501 Maintenance|Repository Maintenance
2009821||2007448|cdudley001|Dudley 001 - Phone Suppression: Dudley501 Maintenance|Repository Maintenance
2009822||2007452|celyria001|Elyria 001 - Phone Suppression: Elyria501 Maintenance|Repository Maintenance
2009795||2007971|cberwyn001|Berwyn 001 - Phone Suppression: Berwyn501 Maintenance  |Repository Maintenance
2459256||2007971|cberwyn001|Berwyn 001 - Phone Suppression: One Time Maintenance|Repository Maintenance
2011476||2010139|cberwyn003|Berwyn 003 - Email Suppression: Berwyn 503 Maintenance|Repository Maintenance
2019827||2010139|cberwyn003|Berwyn 003 - Email Suppression: Standard Maintenance Process|Repository Maintenance
2409009||2010141|cberwyn002|Berwyn 002 - Mail Suppression: Standard Maintenance|Repository Maintenance
2408998||2010141|cberwyn002|Berwyn 002 - Mail Suppression: Monthly Maintenance - Link Refresh|Repository Maintenance
2014104||2010141|cberwyn002|Berwyn 002 - Mail Suppression: BERWYN 002 Maintenance|Repository Maintenance
2012681||2010141|cberwyn002|Berwyn 002 - Mail Suppression: Berwyn502 Maintenance|Repository Maintenance
2409157||2010141|cberwyn002|Berwyn 002 - Mail Suppression: One time source name 2 fix|Repository Maintenance
2033521||2011810|cberwyn004|Berwyn 004 - Wireless Suppression: One-Time Phone & Phone Validation Flag Clean-Up|Repository Maintenance
2012372||2011810|cberwyn004|Berwyn 004 - Wireless Suppression: Berwyn 504 Maintenance|Repository Maintenance
2027792||2015524|bapopka001|Apopka 001 - Prison Suppression File: Agawam 501 Maintenance|Repository Maintenance
2042761||2015524|bapopka001|Apopka 001 - Prison Suppression File: Apopka 001 - Standard Maintenance|Repository Maintenance
2053182||2015524|bapopka001|Apopka 001 - Prison Suppression File: Clean-up Phone Description Fields (One-Time)|Repository Maintenance
2404445||2011008|ceunice001|Eunice 001 - Email: Monthly Maintenance - Link Refresh|Repository Maintenance
2541034||2011008|ceunice001|Eunice 001 - Email: one time maintenance to populate last name soundex|Repository Maintenance
2026470||2011008|ceunice001|Eunice 001 - Email: URL Maintenance|Repository Maintenance
2036752||2011008|ceunice001|Eunice 001 - Email: Invalid Source ID Drop|Repository Maintenance
2286448||2011008|ceunice001|Eunice 001 - Email: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2042135||2011008|ceunice001|Eunice 001 - Email: Standard Maintenance Process|Repository Maintenance
2480465||2011008|ceunice001|Eunice 001 - Email: Populate PLID Strings|Repository Maintenance
2496694||2012554|ccresco002|Cresco 002 - Wireless Suppression: One-Time: Blank Phone length gt 10|Repository Maintenance
2033519||2012554|ccresco002|Cresco 002 - Wireless Suppression: One-Time:  Phone & Phone Validation Flag Clean-Up|Repository Maintenance
2033520||2014663|ccresco001|Cresco 001 - Wireless Suppression: One-Time Phone & Phone Validation Flag Clean-Up|Repository Maintenance
2014710||2014663|ccresco001|Cresco 001 - Wireless Suppression: Cresco 501 Maintenance|Repository Maintenance
2015612||2012579|bagawam001|Agawam 001 - Prison Suppression: Agawam 501 Maintenance|Repository Maintenance
2012999||2012579|bagawam001|Agawam 001 - Prison Suppression: Agawam 001 - Standard Maintenance Process|Repository Maintenance
2286273||2023338|camelia001|Amelia 001 - Consumer & Business: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2176331||2023338|camelia001|Amelia 001 - Consumer & Business: One-time fix of record key|Repository Maintenance
2283345||2023338|camelia001|Amelia 001 - Consumer & Business: Populate PLID Strings|Repository Maintenance
2081324||2023338|camelia001|Amelia 001 - Consumer & Business: Standard Maintenance Process|Repository Maintenance
2379100||2023338|camelia001|Amelia 001 - Consumer & Business: Monthly Maintenance - Link Refresh|Repository Maintenance
2544924||2352889|cruskin001|Ruskin 001 - Consumer Links: CPD - Manual injection of the CPD logic|Repository Maintenance
2507473||2504789|cmedina001|Medina 001 - 1pct AMA List File: Monthly Maintenance - Link Refresh|Repository Maintenance
2507472||2504789|cmedina001|Medina 001 - 1pct AMA List File: Standard Maintenance Process|Repository Maintenance
3152465||2548264|amae_psnx_lookup|AMAE - PersonicX Lookup: No Rules|Repository Maintenance
3076358||2561281|cbuford001|Buford 001 - HotLines WFG Ingestion: Match Key|Repository Maintenance
2576273||2561281|cbuford001|Buford 001 - HotLines WFG Ingestion: Drop Dolton003 Records|Repository Maintenance
3075684||2561281|cbuford001|Buford 001 - HotLines WFG Ingestion: One Time Burst|Repository Maintenance
3120213||2561281|cbuford001|Buford 001 - HotLines WFG Ingestion: Fix Date|Repository Maintenance
2562083||2561281|cbuford001|Buford 001 - HotLines WFG Ingestion: Monthly Maintenance - Link Refresh|Repository Maintenance
2404301||2154481|cbishop001_ak|Bishop 001 - AK Voter Data: Monthly Maintenance - Link Refresh|Repository Maintenance
2286291||2154481|cbishop001_ak|Bishop 001 - AK Voter Data: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2160994||2154481|cbishop001_ak|Bishop 001 - AK Voter Data: Standard Maintenance|Repository Maintenance
2286292||2155363|cbishop001_al|Bishop 001 - AL Voter Data: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2529417||2155363|cbishop001_al|Bishop 001 - AL Voter Data: Fix DocID Person|Repository Maintenance
2404302||2155363|cbishop001_al|Bishop 001 - AL Voter Data: Monthly Maintenance - Link Refresh|Repository Maintenance
2160996||2155363|cbishop001_al|Bishop 001 - AL Voter Data: Standard Maintenance|Repository Maintenance
2404303||2155365|cbishop001_ar|Bishop 001 - AR Voter Data: Monthly Maintenance - Link Refresh|Repository Maintenance
2529418||2155365|cbishop001_ar|Bishop 001 - AR Voter Data: Fix DocID Person|Repository Maintenance
2160998||2155365|cbishop001_ar|Bishop 001 - AR Voter Data: Standard Maintenance|Repository Maintenance
2285773||2155365|cbishop001_ar|Bishop 001 - AR Voter Data: Bishop 001 - AR Voter Data (cbishop001_ar): One Time Maintenance - Gender Default|Repository Maintenance
2286293||2155365|cbishop001_ar|Bishop 001 - AR Voter Data: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2404304||2155367|cbishop001_co|Bishop 001 - CO Voter Data: Monthly Maintenance - Link Refresh|Repository Maintenance
2290268||2155367|cbishop001_co|Bishop 001 - CO Voter Data: One Time Maintenance remove bad records|Repository Maintenance
2161559||2155367|cbishop001_co|Bishop 001 - CO Voter Data: Standard Maintenance|Repository Maintenance
2286294||2155367|cbishop001_co|Bishop 001 - CO Voter Data: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2529419||2155367|cbishop001_co|Bishop 001 - CO Voter Data: Fix DocID Person|Repository Maintenance
2286295||2155369|cbishop001_ct|Bishop 001 - CT Voter Data: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2161567||2155369|cbishop001_ct|Bishop 001 - CT Voter Data: Standard Maintenance|Repository Maintenance
2529420||2155369|cbishop001_ct|Bishop 001 - CT Voter Data: Fix DocID Person|Repository Maintenance
2404305||2155369|cbishop001_ct|Bishop 001 - CT Voter Data: Monthly Maintenance - Link Refresh|Repository Maintenance
2286297||2155371|cbishop001_de|Bishop 001 - DE Voter Data: Standard Repository Maintenance - Monthly Cache Refresh|Repository Maintenance
2404307||2155371|cbishop001_de|Bishop 001 - DE Voter Data: Monthly Maintenance - Link Refresh|Repository Maintenance
